Variant SKU,Body (HTML)
PUJ1-220.026,"<li>Professional-grade 26cm non-stick frying pan engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Advanced sandwich base technology with aluminum core between stainless steel layers provides rapid, even heat distribution for consistent cooking results</li>
<li>PFOA-free Excalibur ceramic non-stick coating promises easy release and effortless cleaning for superior user experience</li>
<li>Ergonomic Ergos handle design with heat-resistant tubular stainless steel construction rated for comfortable grip and reliable performance</li>
<li>Versatile large-medium size ideal for family-style cooking and multiple-serving preparation while maintaining professional-grade construction standards</li>
<li>Superior abrasion resistance and exceptional durability ensure long-lasting non-stick performance in high-demand culinary applications</li>
<li>Universal compatibility with all heat sources including induction, gas, electric, and vitroceramic ranges for ultimate cooking versatility</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise heat control</li>
<li>NSF certified and class induction approved guaranteeing compliance with stringent commercial food service standards</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>

<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 26 cm</li>
<li>HEIGHT: 4.5 cm</li>
<li>BASE CONSTRUCTION: Sandwich base (stainless steel-aluminum-stainless steel)</li>
<li>COATING: PFOA-free Excalibur ceramic non-stick</li>
<li>HANDLE TYPE: Ergos tubular stainless steel handle</li>
<li>FINISH: Uniform satin polish exterior</li>
<li>NET WEIGHT: 1.05 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Induction, gas, electric, vitroceramic</li>
<li>TEMPERATURE RESISTANCE: Up to 250°C</li>
<li>CLEANING: Hand wash recommended</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF, Class induction</li>"
PUJ1-220.028,"<li>Professional-grade 28cm non-stick frying pan engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Advanced sandwich base technology with aluminum core between stainless steel layers provides rapid, even heat distribution for consistent cooking results</li>
<li>PFOA-free Excalibur ceramic non-stick coating promises easy release and effortless cleaning for superior user experience</li>
<li>Ergonomic Ergos handle design with heat-resistant tubular stainless steel construction rated for comfortable grip and reliable performance</li>
<li>Large size ideal for high-volume cooking and multiple-portion preparation while maintaining professional-grade construction standards</li>
<li>Superior abrasion resistance and exceptional durability ensure long-lasting non-stick performance in high-demand culinary applications</li>
<li>Universal compatibility with all heat sources including induction, gas, electric, and vitroceramic ranges for ultimate cooking versatility</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise heat control</li>
<li>NSF certified and class induction approved guaranteeing compliance with stringent commercial food service standards</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>

<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 28 cm</li>
<li>HEIGHT: 4.8 cm</li>
<li>BASE CONSTRUCTION: Sandwich base (stainless steel-aluminum-stainless steel)</li>
<li>COATING: PFOA-free Excalibur ceramic non-stick</li>
<li>HANDLE TYPE: Ergos tubular stainless steel handle</li>
<li>FINISH: Uniform satin polish exterior</li>
<li>NET WEIGHT: 1.15 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Induction, gas, electric, vitroceramic</li>
<li>TEMPERATURE RESISTANCE: Up to 250°C</li>
<li>CLEANING: Hand wash recommended</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF, Class induction</li>"
PUJ1-220.032,"<li>Professional-grade 32cm non-stick frying pan engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Advanced sandwich base technology with aluminum core between stainless steel layers provides rapid, even heat distribution for consistent cooking results</li>
<li>PFOA-free Excalibur ceramic non-stick coating promises easy release and effortless cleaning for superior user experience</li>
<li>Ergonomic Ergos handle design with heat-resistant tubular stainless steel construction rated for comfortable grip and reliable performance</li>
<li>Extra-large size ideal for high-volume commercial cooking and large-batch preparation while maintaining professional-grade construction standards</li>
<li>Superior abrasion resistance and exceptional durability ensure long-lasting non-stick performance in high-demand culinary applications</li>
<li>Universal compatibility with all heat sources including induction, gas, electric, and vitroceramic ranges for ultimate cooking versatility</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise heat control</li>
<li>NSF certified and class induction approved guaranteeing compliance with stringent commercial food service standards</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>

<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 32 cm</li>
<li>HEIGHT: 5.5 cm</li>
<li>BASE CONSTRUCTION: Sandwich base (stainless steel-aluminum-stainless steel)</li>
<li>COATING: PFOA-free Excalibur ceramic non-stick</li>
<li>HANDLE TYPE: Ergos tubular stainless steel handle</li>
<li>FINISH: Uniform satin polish exterior</li>
<li>NET WEIGHT: 1.45 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Induction, gas, electric, vitroceramic</li>
<li>TEMPERATURE RESISTANCE: Up to 250°C</li>
<li>CLEANING: Hand wash recommended</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF, Class induction</li>"
PUJ1-220.036,"<li>Professional-grade 36cm non-stick frying pan engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Advanced sandwich base technology with aluminum core between stainless steel layers provides rapid, even heat distribution for consistent cooking results</li>
<li>PFOA-free Excalibur ceramic non-stick coating promises easy release and effortless cleaning for superior user experience</li>
<li>Ergonomic Ergos handle design with heat-resistant tubular stainless steel construction rated for comfortable grip and reliable performance</li>
<li>Industrial-scale size ideal for large-volume commercial operations and institutional cooking while maintaining professional-grade construction standards</li>
<li>Superior abrasion resistance and exceptional durability ensure long-lasting non-stick performance in high-demand culinary applications</li>
<li>Universal compatibility with all heat sources including induction, gas, electric, and vitroceramic ranges for ultimate cooking versatility</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise heat control</li>
<li>NSF certified and class induction approved guaranteeing compliance with stringent commercial food service standards</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 36 cm</li>
<li>HEIGHT: 6.0 cm</li>
<li>BASE CONSTRUCTION: Sandwich base (stainless steel-aluminum-stainless steel)</li>
<li>COATING: PFOA-free Excalibur ceramic non-stick</li>
<li>HANDLE TYPE: Ergos tubular stainless steel handle</li>
<li>FINISH: Uniform satin polish exterior</li>
<li>NET WEIGHT: 1.75 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Induction, gas, electric, vitroceramic</li>
<li>TEMPERATURE RESISTANCE: Up to 250°C</li>
<li>CLEANING: Hand wash recommended</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF, Class induction</li>"
PUJ1-220.040,"<li>Professional-grade 40cm non-stick frying pan engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Advanced sandwich base technology with aluminum core between stainless steel layers provides rapid, even heat distribution for consistent cooking results</li>
<li>PFOA-free Excalibur ceramic non-stick coating promises easy release and effortless cleaning for superior user experience</li>
<li>Ergonomic Ergos handle design with heat-resistant tubular stainless steel construction rated for comfortable grip and reliable performance</li>
<li>Maximum commercial size ideal for large-scale institutional operations and high-volume professional cooking while maintaining professional-grade construction standards</li>
<li>Superior abrasion resistance and exceptional durability ensure long-lasting non-stick performance in high-demand culinary applications</li>
<li>Universal compatibility with all heat sources including induction, gas, electric, and vitroceramic ranges for ultimate cooking versatility</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise heat control</li>
<li>NSF certified and class induction approved guaranteeing compliance with stringent commercial food service standards</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 40 cm</li>
<li>HEIGHT: 6.5 cm</li>
<li>BASE CONSTRUCTION: Sandwich base (stainless steel-aluminum-stainless steel)</li>
<li>COATING: PFOA-free Excalibur ceramic non-stick</li>
<li>HANDLE TYPE: Ergos tubular stainless steel handle</li>
<li>FINISH: Uniform satin polish exterior</li>
<li>NET WEIGHT: 2.15 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Induction, gas, electric, vitroceramic</li>
<li>TEMPERATURE RESISTANCE: Up to 250°C</li>
<li>CLEANING: Hand wash recommended</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF, Class induction</li>"
PUJ1-223.035,"<li>Professional-grade 35cm pasta cooking set engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Advanced sandwich base technology with aluminum core between stainless steel layers provides rapid, even heat distribution for consistent cooking results</li>
<li>Complete set includes one Inox-Pro sauce pot and four pasta colanders that fit inside the pot perfectly for efficient multi-pasta cooking</li>
<li>Ergonomic dual loop handles on sauce pot rated for exceptional strength and reliability under demanding commercial kitchen demands</li>
<li>Large perforations on colanders allow pasta to cook and drain quickly while maintaining optimal texture and preventing overcooking</li>
<li>Superior corrosion resistance and exceptional durability ensure long-lasting performance in high-demand culinary applications</li>
<li>Universal compatibility with all heat sources including induction, gas, electric, and vitroceramic ranges for ultimate cooking versatility</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise heat control</li>
<li>NSF certified and induction-ready design guaranteeing compliance with stringent commercial food service standards</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 35 cm</li>
<li>HEIGHT: 21 cm</li>
<li>CAPACITY: 20.2 liters</li>
<li>BASE CONSTRUCTION: Sandwich base (stainless steel-aluminum-stainless steel)</li>
<li>HANDLE TYPE: Rod + Shim dual loop handles</li>
<li>FINISH: Uniform satin polish interior and exterior</li>
<li>NET WEIGHT: 9.55 kg</li>
<li>SET INCLUDES: 1 sauce pot + 4 pasta colanders</li>
<li>HEAT SOURCE COMPATIBILITY: Induction, gas, electric, vitroceramic</li>
<li>COOKWARE TYPE: Casserole set</li>
<li>CLEANING: Dishwasher safe</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF</li>"
PUJ1-223.040,"<li>Professional-grade 40cm pasta cooking set engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Advanced sandwich base technology with aluminum core between stainless steel layers provides rapid, even heat distribution for consistent cooking results</li>
<li>Complete set includes one Inox-Pro sauce pot and four pasta colanders that fit inside the pot perfectly for efficient multi-pasta cooking</li>
<li>Ergonomic dual loop handles on sauce pot rated for exceptional strength and reliability under demanding commercial kitchen demands</li>
<li>Large perforations on colanders allow pasta to cook and drain quickly while maintaining optimal texture and preventing overcooking</li>
<li>Superior corrosion resistance and exceptional durability ensure long-lasting performance in high-demand culinary applications</li>
<li>Universal compatibility with all heat sources including induction, gas, electric, and vitroceramic ranges for ultimate cooking versatility</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise heat control</li>
<li>NSF certified and induction-ready design guaranteeing compliance with stringent commercial food service standards</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 40 cm</li>
<li>HEIGHT: 25 cm</li>
<li>CAPACITY: 31.4 liters</li>
<li>BASE CONSTRUCTION: Sandwich base (stainless steel-aluminum-stainless steel)</li>
<li>HANDLE TYPE: Rod + Shim dual loop handles</li>
<li>FINISH: Uniform satin polish interior and exterior</li>
<li>NET WEIGHT: 12.04 kg</li>
<li>SET INCLUDES: 1 sauce pot + 4 pasta colanders</li>
<li>HEAT SOURCE COMPATIBILITY: Induction, gas, electric, vitroceramic</li>
<li>COOKWARE TYPE: Casserole set</li>
<li>CLEANING: Dishwasher safe</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF</li>"
PUJ1-224.023,"<li>Professional-grade 23cm pasta colander engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Specially designed perforations allow optimal water drainage while retaining pasta, vegetables, and other foods during cooking and straining processes</li>
<li>Ultra-resistant stainless steel wire handle rated for up to 500kg load capacity ensuring reliable performance under demanding conditions</li>
<li>Ergonomic stick handle design with welded construction provides comfortable grip and safe handling during high-temperature cooking operations</li>
<li>Compact 23cm diameter ideal for individual portions and fits perfectly into pasta cooking sets or standard saucepans</li>
<li>Superior corrosion resistance and exceptional durability ensure long-lasting performance in high-demand commercial kitchen environments</li>
<li>Solid and robust construction suitable for the busiest professional kitchens with consistent daily use requirements</li>
<li>Versatile design allows for cooking, holding, and draining all types of pasta, vegetables, fruits, and other food products</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise food handling</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 23 cm</li>
<li>HEIGHT: 12 cm</li>
<li>HANDLE TYPE: Welded stainless steel wire handle</li>
<li>HANDLE STRENGTH: Ultra-resistant up to 500kg</li>
<li>FINISH: Uniform satin polish</li>
<li>NET WEIGHT: 1.0 kg</li>
<li>PERFORATION DESIGN: Optimized drainage holes</li>
<li>CONSTRUCTION: Welded handles by build-up process</li>
<li>COMPATIBILITY: Fits pasta cooking sets and standard saucepans</li>
<li>CLEANING: Dishwasher safe</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: Professional kitchen grade</li>"
PUJ1-224.026,"<li>Professional-grade 26cm pasta colander engineered for exceptional performance in commercial kitchen operations and professional culinary applications</li>
<li>Premium 18/10 stainless steel construction with satin finish delivers outstanding durability and sophisticated appearance for intensive commercial use</li>
<li>Specially designed perforations allow optimal water drainage while retaining pasta, vegetables, and other foods during cooking and straining processes</li>
<li>Ultra-resistant stainless steel wire handle rated for up to 500kg load capacity ensuring reliable performance under demanding conditions</li>
<li>Ergonomic stick handle design with welded construction provides comfortable grip and safe handling during high-temperature cooking operations</li>
<li>Compact 23cm diameter ideal for individual portions and fits perfectly into pasta cooking sets or standard saucepans</li>
<li>Superior corrosion resistance and exceptional durability ensure long-lasting performance in high-demand commercial kitchen environments</li>
<li>Solid and robust construction suitable for the busiest professional kitchens with consistent daily use requirements</li>
<li>Versatile design allows for cooking, holding, and draining all types of pasta, vegetables, fruits, and other food products</li>
<li>Professional-grade construction ensures reliable performance in demanding commercial culinary applications requiring precise food handling</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: 18/10 stainless steel</li>
<li>DIAMETER: 26 cm</li>
<li>HEIGHT: 12 cm</li>
<li>HANDLE TYPE: Welded stainless steel wire handle</li>
<li>HANDLE STRENGTH: Ultra-resistant up to 500kg</li>
<li>FINISH: Uniform satin polish</li>
<li>NET WEIGHT: 1.0 kg</li>
<li>PERFORATION DESIGN: Optimized drainage holes</li>
<li>CONSTRUCTION: Welded handles by build-up process</li>
<li>COMPATIBILITY: Fits pasta cooking sets and standard saucepans</li>
<li>CLEANING: Dishwasher safe</li>
<li>Spare parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: Professional kitchen grade</li>"
PUJ1-234.020,"<li>Professional multi-ply rounded saucepan combining the superior benefits of stainless steel durability and aluminum heat conduction in one powerful cooking vessel</li>
<li>NSF-certified stainless steel sandwich base with aluminum core ensures rapid and uniform heat distribution across bottom and up the sides for exceptional cooking performance</li>
<li>Premium stainless steel construction provides outstanding durability and longevity, maintaining professional kitchen standards under heavy use</li>
<li>Smooth interior surface guarantees quick and effortless cleaning while preventing food particles from adhering</li>
<li>Ergonomically designed curved handle offers comfortable, secure grip for safe maneuvering during cooking and serving</li>
<li>Convenient hanging hole at handle end enables space-saving storage in professional kitchen environments</li>
<li>Rounded sidewalls curve perfectly around spoons and whisks for easier stirring, preventing food from burning and sticking</li>
<li>Elegant satin finish creates sophisticated appearance while concealing normal wear and tear from daily use</li>
<li>Versatile cooking vessel suitable for sauces, soups, reductions, and various liquid-based preparations</li>
<li>Compact 20cm size ideal for smaller portions and precise cooking applications</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: Multi-ply stainless steel with aluminum core</li>
<li>DIMENSIONS: 20(Ø) x 7.9(H) cm</li>
<li>HANDLE TYPE: Rod and shim curved design with hanging hole</li>
<li>CAPACITY: 1.8 liters</li>
<li>NET WEIGHT: 0.69 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Gas, electric, vitroceramic, induction</li>
<li>INDUCTION READY: Yes</li>
<li>SERVING CAPACITY: 2-3 portions</li>
<li>CLEANING: Professional dishwasher safe</li>
<li>Parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF</li>"
PUJ1-234.024,"<li>Professional multi-ply rounded saucepan combining the superior benefits of stainless steel durability and aluminum heat conduction in one powerful cooking vessel</li>
<li>NSF-certified stainless steel sandwich base with aluminum core ensures rapid and uniform heat distribution across bottom and up the sides for exceptional cooking performance</li>
<li>Premium stainless steel construction provides outstanding durability and longevity, maintaining professional kitchen standards under heavy use</li>
<li>Smooth interior surface guarantees quick and effortless cleaning while preventing food particles from adhering</li>
<li>Ergonomically designed curved handle offers comfortable, secure grip for safe maneuvering during cooking and serving</li>
<li>Convenient hanging hole at handle end enables space-saving storage in professional kitchen environments</li>
<li>Rounded sidewalls curve perfectly around spoons and whisks for easier stirring, preventing food from burning and sticking</li>
<li>Elegant satin finish creates sophisticated appearance while concealing normal wear and tear from daily use</li>
<li>Versatile cooking vessel suitable for sauces, soups, reductions, and various liquid-based preparations</li>
<li>Generous 24cm size ideal for larger portions and high-volume cooking applications</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: Multi-ply stainless steel with aluminum core</li>
<li>DIMENSIONS: 24(Ø) x 10(H) cm</li>
<li>HANDLE TYPE: Rod and shim curved design with hanging hole</li>
<li>CAPACITY: 3.0 liters</li>
<li>NET WEIGHT: 1.25 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Gas, electric, vitroceramic, induction</li>
<li>INDUCTION READY: Yes</li>
<li>SERVING CAPACITY: 4-5 portions</li>
<li>CLEANING: Professional dishwasher safe</li>
<li>Parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF</li>"
PUJ1-239.036,"<li>Professional round bottom wok featuring advanced multi-metal construction combining the superior benefits of aluminum heat conductivity and stainless steel durability</li>
<li>Innovative 5-layer multimetal design incorporates tri-aluminum core between stainless steel layers ensuring rapid, uniform heat distribution throughout the entire cooking surface</li>
<li>Traditional round bottom design allows for authentic wok cooking techniques including stir-frying, steaming, deep-frying, and high-heat searing with optimal food movement</li>
<li>Premium 18/10 stainless steel construction provides exceptional durability, corrosion resistance, and maintains professional kitchen standards under intensive use</li>
<li>Generous 36cm diameter offers ample cooking space for high-volume food preparation and family-sized portions while maintaining authentic proportions</li>
<li>Ergonomic stainless steel handle engineered for secure grip and comfortable maneuvering during intense cooking sessions</li>
<li>Professional-grade 3.5mm thickness ensures optimal heat retention and even temperature distribution preventing hot spots</li>
<li>Universal compatibility with all cooking surfaces including gas, electric, vitroceramic, and induction for maximum kitchen flexibility</li>
<li>Superior energy efficiency design maximizes heat transfer while minimizing cooking times and energy consumption</li>
<li>Perfect for Asian cuisine, vegetable stir-fries, noodle dishes, sauces, and traditional wok cooking applications</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: Multi-metal 5-layer construction (Stainless Steel-Tri Aluminum-Stainless Steel)</li>
<li>DIMENSIONS: 36(Ø) x 10(H) cm</li>
<li>OVERALL DIMENSIONS: 64(L) x 36(W) x 10(H) cm</li>
<li>THICKNESS: 3.5mm</li>
<li>HANDLE TYPE: Stainless steel curved handle</li>
<li>CAPACITY: 6.0 liters</li>
<li>NET WEIGHT: 1.84 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Gas, electric, vitroceramic, induction</li>
<li>INDUCTION READY: Yes</li>
<li>BOTTOM TYPE: Traditional round bottom</li>
<li>SERVING CAPACITY: 6-8 portions</li>
<li>CLEANING: Professional dishwasher safe</li>
<li>Parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF</li>"
PUJ1-239.136,"<li>Professional flat bottom wok featuring advanced multi-metal construction designed for optimal performance on all modern cooking surfaces including induction</li>
<li>Revolutionary 5-layer multimetal design incorporates tri-aluminum core sandwiched between stainless steel layers ensuring exceptional heat distribution and thermal efficiency</li>
<li>Flat bottom construction provides maximum contact with cooking surfaces while maintaining traditional wok cooking capabilities for stir-frying and high-heat techniques</li>
<li>Premium 18/10 stainless steel construction offers superior durability, corrosion resistance, and professional-grade performance under demanding kitchen conditions</li>
<li>Generous 36cm diameter delivers ample cooking space for large-volume food preparation while maintaining optimal proportions for effective heat circulation</li>
<li>Professional-grade 3.5mm thickness ensures superior heat retention, even temperature distribution, and prevents warping under extreme temperatures</li>
<li>Ergonomic stainless steel handle engineered for secure grip and comfortable handling during intensive cooking operations</li>
<li>Enhanced thermal efficiency design maximizes energy transfer reducing cooking times and energy consumption for cost-effective operation</li>
<li>Versatile cooking vessel perfect for stir-frying vegetables, noodles, sauce preparation, and various Asian culinary techniques</li>
<li>Superior stability on flat cooking surfaces eliminates rocking while maintaining authentic wok cooking performance</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: Multi-metal 5-layer construction (Stainless Steel-Tri Aluminum-Stainless Steel)</li>
<li>DIMENSIONS: 36(Ø) x 9(H) cm</li>
<li>THICKNESS: 3.5mm</li>
<li>HANDLE TYPE: Stainless steel ergonomic handle</li>
<li>CAPACITY: 5.5 liters</li>
<li>NET WEIGHT: 1.8 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Gas, electric, vitroceramic, induction</li>
<li>INDUCTION READY: Yes</li>
<li>BOTTOM TYPE: Flat bottom</li>
<li>SERVING CAPACITY: 5-7 portions</li>
<li>CLEANING: Professional dishwasher safe</li>
<li>Parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF</li>"
PUJ1-239.236,"<li>Professional flat bottom wok crafted from premium 18/10 stainless steel delivering exceptional durability and resistance to abrasion in demanding commercial environments</li>
<li>Multi-ply construction incorporates advanced sandwich base technology featuring aluminum core between stainless steel layers for superior heat distribution and retention</li>
<li>Flat bottom design ensures maximum contact with all cooking surfaces while maintaining traditional wok cooking capabilities for authentic Asian cuisine preparation</li>
<li>High-grade 18/10 stainless steel construction provides excellent corrosion resistance, maintaining hygienic standards and professional appearance under intensive use</li>
<li>Generous 36cm diameter offers optimal cooking space for high-volume food preparation while ensuring effective heat circulation throughout the cooking surface</li>
<li>Professional satin finish creates elegant appearance while effectively concealing normal wear marks from daily commercial kitchen operations</li>
<li>Ergonomic stainless steel handle engineered for comfortable grip and secure handling during intense cooking sessions and food presentation</li>
<li>Universal compatibility with all major cooking surfaces including gas, electric, vitroceramic, and induction for maximum kitchen versatility</li>
<li>Lightweight yet durable construction provides optimal handling characteristics while maintaining professional-grade performance standards</li>
<li>Perfect for stir-frying, steaming, deep-frying, and various Asian culinary techniques requiring high-heat cooking methods</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>MATERIAL: 18/10 stainless steel multi-ply construction</li>
<li>DIMENSIONS: 36(Ø) x 9(H) cm</li>
<li>OVERALL DIMENSIONS: 64(L) x 36(W) x 9(H) cm</li>
<li>HANDLE TYPE: Stainless steel ergonomic handle</li>
<li>CAPACITY: 5.5 liters</li>
<li>NET WEIGHT: 1.73 kg</li>
<li>HEAT SOURCE COMPATIBILITY: Gas, electric, vitroceramic, induction</li>
<li>INDUCTION READY: Yes</li>
<li>BOTTOM TYPE: Flat bottom</li>
<li>SERVING CAPACITY: 5-7 portions</li>
<li>CLEANING: Professional dishwasher safe</li>
<li>Parts warranty: 1 Year</li>
<li>Service warranty: 1 Year</li>
<li>Made in: Spain</li>
<li>Certification: NSF</li>"
