Variant SKU,Body (HTML)
NTS1-PM300450-70,<ul><li><strong>Features:</strong><ul><li>Without loose threads</li><li>Heat protection</li><li>Anti-skid</li><li>Anti-wrinkle</li><li>Easy to clean</li><li>Long-lasting use</li></ul></li><li><strong>PVC placemat is</strong>:<ul><li>Non-toxic</li><li>Inoffensive</li><li>Environmentally protective</li></ul></li><li><strong>Usage locations</strong>:<ul><li>Home</li><li>Hotels</li><li>Restaurants</li><li>Coffee bars</li><li>Clubs</li></ul></li><li><strong>ผ้ารองจานทุกใบ ผ่านการรีดขอบ รับประกันไม่หลุดลุ่ย</strong></li></ul>
HAM1-HBF600-CE,"<ul>
<li>HBF600R</li>
<li>64 oz./1.8 L Container</li>
<li>Variable Speed & Pulse Functions – Allow for easier blending, pureeing, grinding, chopping, and emulsifying</li>
<li>One-Touch Chop Function – Cycles between low speed and operator-selected high speed</li>
<li>3 HP Motor – Provides the torque needed for effectively blending ingredients</li>
<li>Patented Wave~Action® Container – Keeps contents circulating through blades to ensure that contents are consistently incorporated</li>
<li>Large Dosing Cup – Makes it easier to add liquid for emulsions while blending</li>
<li>Temperature Gauge – Alerts operator if motor overheats while blending back-to-back batches</li>
</ul>
"
HAM1-HMI012-CE,"<ul>
<li>BigRig™ Immersion Blender – Most Powerful Motor in its Class*</li>
<li>Stainless steel shaft with ergonomic grip – Detaches to let you change to a different-size shaft</li>
<li>Thumbdrive™ variable speed dial – With color-coded light for immediate feedback about blender status</li>
<li>Continuous run operation for high-volume blending</li>
<li>Stainless steel blade with guard – Blends, chops, purees, or emulsifies ingredients quickly</li>
<li>Ergonomic design with light-touch controls – Offers multiple hand positions</li>
<li>Wall mount and cord holder – For neat, easy storage</li>
<li>Serviceable 12 ft./365cm power cord designed for high visibility – 800 watts for 120 V; 1000 watts for 220-240 V</li>
</ul>
"
HAM1-HMI014-CE,"<ul>
<li>BigRig™ Immersion Blender – Most Powerful Motor in its Class*</li>
<li>Stainless steel shaft with ergonomic grip – Detaches to let you change to a different-size shaft</li>
<li>Thumbdrive™ variable speed dial – With color-coded light for immediate feedback about blender status</li>
<li>Continuous run operation for high-volume blending</li>
<li>Stainless steel blade with guard – Blends, chops, purees, or emulsifies ingredients quickly</li>
<li>Ergonomic design with light-touch controls – Offers multiple hand positions</li>
<li>Wall mount and cord holder – For neat, easy storage</li>
<li>Serviceable 12 ft./365cm power cord designed for high visibility – 800 watts for 120 V; 1000 watts for 220-240 V</li>
</ul>
"
HAM1-HMI018-CE,"<ul><li>BigRig&trade; Immersion Blender &ndash; Most Powerful Motor in its Class*</li><li>Stainless steel shaft with ergonomic grip &ndash; Detaches to let you change to a different-size shaft</li><li>Thumbdrive&trade; variable speed dial &ndash; With color-coded light for immediate feedback about blender status</li><li>Continuous run operation for high-volume blending</li><li>Stainless steel blade with guard &ndash; Blends, chops, purees, or emulsifies ingredients quickly</li><li>Ergonomic design with light-touch controls &ndash; Offers multiple hand positions</li><li>Wall mount and cord holder &ndash; For neat, easy storage</li><li>Serviceable 12 ft./365cm power cord designed for high visibility &ndash; 800 watts for 120 V; 1000 watts for 220-240 V</li></ul>"
HAM1-HMI021-CE,"<ul>
<li><strong>BigRig™ Immersion Blender</strong> – Most Powerful Motor in its Class*</li>
<li><strong>Stainless steel shaft with ergonomic grip</strong> – Detaches to let you change to a different-size shaft</li>
<li><strong>Thumbdrive™ variable speed dial</strong> – With color-coded light for immediate feedback about blender status</li>
<li><strong>Continuous run operation</strong> – For high-volume blending</li>
<li><strong>Stainless steel blade with guard</strong> – Blends, chops, purees, or emulsifies ingredients quickly</li>
<li><strong>Ergonomic design with light-touch controls</strong> – Offers multiple hand positions</li>
<li><strong>Wall mount and cord holder</strong> – For neat, easy storage</li>
<li><strong>Serviceable 12 ft./365cm power cord designed for high visibility</strong> – 800 watts for 120 V; 1000 watts for 220-240 V</li>
</ul>
"
HAM1-HVC305-CE,"<ul>
<li>12” (305mm) seal bar</li>
<li>10 Custom Programs – Let you adjust vacuuming and sealing times for different needs and recipes</li>
<li>Powerful JetAire™ 12 m3/h (120 V), 10 m3/h (230 V) vacuum pump – Provides robust, long-lasting service</li>
<li>Adjustable soft air – Protects delicate food</li>
<li>Adjustable sealing and cooling time – Lets you customize sealing action to your exact preference and applications</li>
<li>Oil change reminder – Helps ensure that you maintain a top-functioning pump</li>
<li>Durable stainless steel housing – Ensures long-lasting beauty and is easy to clean</li>
<li>Accessories and power cords included – Comes with 80 pouches, filler plate, tools, and electrical cords for UK, Continental Europe, and China</li>
</ul>
"
ROE1-28059W,"<li>Genuine Robot Coupe cabbage grating disc with 5 mm cutting size</li>
<li>Designed for shredding cabbage and firm vegetables evenly</li>
<li>Ideal for high-volume food preparation in commercial kitchens</li>
<li>Manufactured from high-quality stainless steel for durability and food safety</li>
<li>OEM factory-standard spare part compatible with RG5 and CL50 models</li>

<p style=""margin-top: 26px;margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Item Code: ROE1-28059W</li>
<li>Product Name: Robot Coupe Cabbage Grating Disc 5 mm for RG5 / CL50</li>
<li>Manufacturer: Robot Coupe</li>
<li>Type: Grating Disc</li>
<li>Grating Size: 5 mm</li>
<li>Application: Cabbage and vegetable grating</li>
<li>Compatible Models: RG5, CL50</li>
<li>Material: Stainless Steel</li>
<li>Part Type: Genuine OEM Spare Part</li>
"
ROE1-28061W,"<li>Genuine Robot Coupe hard cheese grating disc assembly for CL50 food processors</li>
<li>Specifically designed for grating hard cheeses such as parmesan</li>
<li>Heavy-duty construction suitable for continuous commercial kitchen use</li>
<li>Made from high-quality, food-safe materials for durability and easy cleaning</li>
<li>OEM factory-standard replacement part ensuring precise fit and performance</li>

<p style=""margin-top: 26px;margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Item Code: ROE1-28061W</li>
<li>Product Name: Robot Coupe Hard Cheese Grating Disc Assembly for CL50</li>
<li>Manufacturer: Robot Coupe</li>
<li>Type: Grating Disc / Plate Assembly</li>
<li>Application: Hard cheese (Parmesan)</li>
<li>Compatible Model: CL50</li>
<li>Material: Stainless Steel / Food-grade components</li>
<li>Part Type: Genuine OEM Spare Part</li>
"
ROE1-28133W,"<li>Genuine Robot Coupe slicing disc with 25 mm cutting thickness</li>
<li>Designed for producing extra-thick, uniform slices</li>
<li>Ideal for slicing vegetables and ingredients for bulk preparation</li>
<li>Heavy-duty stainless steel construction for commercial kitchen use</li>
<li>OEM factory-standard replacement part compatible with CL50</li>

<p style=""margin-top: 26px;margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Item Code: ROE1-28133W</li>
<li>Product Name: Robot Coupe Slicing Disc 25 mm for CL50</li>
<li>Manufacturer: Robot Coupe</li>
<li>Type: Slicing Disc</li>
<li>Slicing Thickness: 25 mm</li>
<li>Compatible Model: CL50</li>
<li>Material: Stainless Steel</li>
<li>Part Type: Genuine OEM Spare Part</li>
"
ROE1-28197W,"<li>Genuine Robot Coupe dicing kit designed for 12 x 12 mm cube cutting</li>
<li>Produces large, uniform dices for high-volume food preparation</li>
<li>Ideal for potatoes, carrots, and firm vegetables in commercial kitchens</li>
<li>Includes slicing disc and matching dicing grid for precise results</li>
<li>OEM factory replacement kit compatible with Robot Coupe CL50</li>

<p style=""margin-top: 26px;margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Item Code: ROE1-28197W</li>
<li>Product Name: Robot Coupe Dicing Kit 12 x 12 mm for CL50</li>
<li>Manufacturer: Robot Coupe</li>
<li>Type: Dicing Kit</li>
<li>Cutting Size: 12 x 12 mm</li>
<li>Included Components: Slicing Disc, Dicing Grid</li>
<li>Compatible Model: CL50</li>
<li>Part Type: Genuine OEM Spare Part</li>
"
ROE1-R301UD-ANNIVERSARY,"<ul>
<li><strong>Food processors</strong></li>
<li><strong>Cutter mixer & Vegetable slicers</strong></li>
<li><strong>Automatic push button restart:</strong> Faster and more convenient to operate.</li>
<li><strong>Large Hopper:</strong> For large vegetables.</li>
<li><strong>Cylindrical hopper with exactitude pusher:</strong>
<ul>
<li>Ø58mm: Long vegetables</li>
<li>Ø39mm: Small caliber ingredients</li>
</ul>
</li>
<li><strong>Lateral ejection:</strong> Space saving and ergonomic.</li>
<li><strong>Variable speed:</strong> 300 to 3500 rpm for a greater variety of applications.</li>
<li><strong>Flat bottom bowl with twin blade assembly:</strong> To process both large and small quantities. Removable smooth blade included. Coarse and fine serrated blade available as options.</li>
</ul>
"
SAN1-02,"<li>Professional-grade grater ideal for cheese, dried fruits, and nuts</li>
<li>Perfect for restaurants, bakeries, and specialty food shops</li>
<li>High-performance with exceptional output capacity</li>
<li>Robust and reliable construction from a French manufacturer since 1954</li>
<li>Stainless steel components for maximum durability and food safety</li>
<li>Comes with one standard disc (Ø 3 mm) with multiple disc options available</li>
<li>Simple to clean and maintain</li>
<li>Motor ventilation system to prevent overheating during intensive use</li>
<li>Compact design with convenient drawer for grated product collection</li>
<li>Can process a wide variety of foods including cheese, chocolate, nuts, and more</li>
<br><br>
<p style=""margin-bottom: 26px; font-size: 16px; font-weight: 500; line-height: 24px;"">Technical Specifications:</p>
<li>Voltage: 220-240V-50Hz</li>
<li>Power: 650W</li>
<li>Speed: 1500 rpm (at 50Hz)</li>
<li>Output: 50 kg/h</li>
<li>Standard disc: Ø 3mm (additional discs available separately)</li>
<li>Dimensions: 420x250x350 mm (D x W x H)</li>
<li>Net weight: 14.5 kg</li>
<li>Packing dimensions: 500x300x400 mm (D x W x H)</li>
<li>Gross weight: 16.5 kg</li>
<li>Color: Beige</li>
<li>Service warranty: 1 year</li>
<li>Spare parts warranty: 2 years</li>
<li>Made in: France</li>
<li>Certification standards: CE, RoHS</li>"
SIR1-66203500,"<ul>
<li><strong>Shafts for VORTEX Hand-Held Mixers</strong></li>
<li>The VORTEX hand-held mixer offers three different shaft options:</li>
<ul>
<li>A whisk attachment (FRUSTA/WHISK) for beating cream and eggs.</li>
<li>A 35 cm shaft (ASTA 35/SHAFT 35) for mixing foods of varying consistency.</li>
<li>A 45 cm shaft (ASTA 45/SHAFT 45) for mixing foods of varying consistency.</li>
</ul>
<li>Made of high-quality stainless steel with a durable metal gearing system.</li>
<li>These shafts are easily detachable for thorough cleaning and are dishwasher safe.</li>
<li>Designed for efficient performance and to extend the life of your mixer.</li>
</ul>
"
SIR1-BLITZ-3.2-LT,"<ul><li>Features</li><li>Base-plate and reservoir in heat-resistant ABS.</li><li>Lid in polycarbonate with hole to add the ingredients during processing.</li><li>Interlocked lid and reservoir, easy to disassemble though for cleaning.</li><li>Motor brake.</li><li>Control with NVR, 24V, IP 67.</li><li>Included item: Hub with cutting knives in stainless steel. Hub for ABS assembly. Scoop.</li><li>Optional: Dismountable scraping blade.</li></ul>"
SIR1-C4VV,<ul><li>Features</li><li>Strong AISI 430 steel construction.</li><li>Detached motor and bowl for a better thermal insulation.</li><li>S/S bowl with handles and heavy bottom.</li><li>High efficiency ventilated motor for continuous operation.</li><li>Strong cutlery steel knives.</li><li>Safe operations ensured by a system of micro switches on the lid. </li><li>See-through lexan lid. </li><li>Variotronic: speed control with stabilizer.</li><li>Lid with opening to add ingredients during operation.</li><li>Models available with steplessly variable-speed drive.</li><li>Standard: spatula and sharpening stones.</li></ul>
SIR1-C6VV,"<ul><li>Professional bowl cutter made in Italy for food preparation</li><li>High-quality stainless steel construction for durability</li><li>Stainless steel bowl with transparent lid for clear visibility during operation</li><li>Equipped with double micro-switch safety system</li><li>Variator speed control for precise and stable speed adjustment</li><li>High-efficiency motor designed for continuous operation</li><li>Ideal for chopping, mincing, emulsifying, and preparing sauces or pesto<br><br></li></ul><p style=""margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p><ul><li>Product Code: SIR1-C6VV</li><li>Product Type: Bowl Cutter</li><li>Dimensions: 380 &times; 320 &times; 270 mm</li><li>Power: 350W / 0.5 HP</li><li>Bowl Capacity: 5.3 Liters</li><li>Max Fill Level: 3.1 Liters</li><li>Speed: 1,500 &ndash; 2,800 rpm</li><li>Net Weight: 11 kg</li><li>Gross Weight: 12 kg</li></ul>"
SIR1-C9VV,<ul><li>Features</li><li>Strong AISI 430 steel construction.</li><li>Detached motor and bowl for a better thermal insulation.</li><li>S/S bowl with handles and heavy bottom.</li><li>High efficiency ventilated motor for continuous operation.</li><li>Strong cutlery steel knives.</li><li>Safe operations ensured by a system of micro switches on the lid.</li><li>See-through lexan lid.</li><li>Variotronic: speed control with stabilizer.</li><li>Lid with opening to add ingredients during operation.</li><li>Models available with steplessly variable-speed drive.</li><li>Standard: spatula and sharpening stones.</li></ul>
SIR1-CANOVA250,"<ul>
<li>Rounded design and no sharp edges and visible screws.</li>
<li>Chrome plated and ground slide rod.</li>
<li>Self-lubricating slide rod bushings.</li>
<li>Vulcanized rubber stops on carriage.</li>
<li>Removable support cover for thickness gauge plate.</li>
<li>Stainless steel slice deflector with bayonet fitting.</li>
<li>Stainless steel screws and fittings.</li>
<li>Enclosed and sealed belt pulley.</li>
<li>41 mm distance between blade and motor.</li>
<li>Bottom cover.</li>
<li>Changeover electronic circuit 110-220-380 V single and three phase.</li>
<li>Built-in sharpening tool with bottom protection.</li>
<li>38° blade inclination.</li>
<li>Plastic knob.</li>
<li>Rubber feet.</li>
<li>Switch with IP44 protection rating.</li>
</ul>
"
SIR1-CANOVA275,"<ul>
<li>Rounded design and no sharp edges and visible screws.</li>
<li>Chrome plated and ground slide rod.</li>
<li>Self-lubricating slide rod bushings.</li>
<li>Vulcanized rubber stops on carriage.</li>
<li>Removable support cover for thickness gauge plate.</li>
<li>Stainless steel slice deflector with bayonet fitting.</li>
<li>Stainless steel screws and fittings.</li>
<li>Enclosed and sealed belt pulley.</li>
<li>41 mm distance between blade and motor.</li>
<li>Bottom cover.</li>
<li>Changeover electronic circuit 110-220-380 V single and three phase.</li>
<li>Built-in sharpening tool with bottom protection.</li>
<li>38° blade inclination.</li>
<li>Plastic knob.</li>
<li>Rubber feet.</li>
<li>Switch with IP44 protection rating.</li>
</ul>
"
SIR1-CANOVA300,<ul><li>Rounded design and no sharp edges and visible screws.</li><li>Chrome plated and ground slide rod.</li><li>Self lubricating slide rod bushings.</li><li>Vulcanized rubber stops on carriage.</li><li>Removable support cover for thickness gauge plate.</li><li>Stainless steel slice deflector with bayonet fitting.</li><li>Stainless steel screws and fittings.</li><li>Enclosed and sealed belt pulley.</li><li>41 mm distance between blade and motor.</li><li>Bottom cover.</li><li>Changeover electronic circuit 110-220-380 V single and three phase.</li><li>Built in sharpening tool with bottom protection.</li><li>38&deg; blade inclination.</li><li>Plastic knob.</li><li>Rubber feet.</li><li>Switch with IP44 protection rating.</li></ul>
SIR1-CANOVA300-CE,"<ul>
<li>Rounded design and no sharp edges and visible screws.</li>
<li>Chrome plated and ground slide rod.</li>
<li>Self-lubricating slide rod bushings.</li>
<li>Vulcanized rubber stops on carriage.</li>
<li>Removable support cover for thickness gauge plate.</li>
<li>Stainless steel slice deflector with bayonet fitting.</li>
<li>Stainless steel screws and fittings.</li>
<li>Enclosed and sealed belt pulley.</li>
<li>41 mm distance between blade and motor.</li>
<li>Bottom cover.</li>
<li>Changeover electronic circuit 110-220-380 V single and three-phase.</li>
<li>Built-in sharpening tool with bottom protection.</li>
<li>38° blade inclination.</li>
<li>Plastic knob.</li>
<li>Rubber feet.</li>
<li>Switch with IP44 protection rating.</li>
</ul>
"
SIR1-CANOVA300-VV-AUTOMEC,"<ul>
<li>Rounded design and no sharp edges and visible screws.</li>
<li>Chrome plated and ground slide rod.</li>
<li>Self-lubricating slide rod bushings.</li>
<li>Vulcanized rubber stops on carriage.</li>
<li>Removable support cover for thickness gauge plate.</li>
<li>Stainless steel slice deflector with bayonet fitting.</li>
<li>Stainless steel screws and fittings.</li>
<li>Enclosed and sealed belt pulley.</li>
<li>41 mm distance between blade and motor.</li>
<li>Bottom cover.</li>
<li>Changeover electronic circuit 110-220-380 V single and three phase.</li>
<li>Built-in sharpening tool with bottom protection.</li>
<li>38° blade inclination.</li>
<li>Plastic knob.</li>
<li>Rubber feet.</li>
<li>Switch with IP44 protection rating.</li>
</ul>
"
SIR1-CONCERTO-5,"<ul>
<li>CONCERTO 5</li>
<li>Designed for medium-duty operations, ideal for medium-size restaurants.</li>
<li>Reliable, user-friendly and easy to clean.</li>
<li>AISI 304 stainless steel body.</li>
<li>Powerful, air-cooled motor with oil bath gear box reducer.</li>
<li>High-performance and easy to remove kneading paddle.</li>
<li>Interlocked stainless steel lid.</li>
<li>Convenient removable funnel to add liquid ingredients during processing.</li>
<li>Stainless steel worm, head and ring.</li>
<li>Bowl made of anodized aluminum.</li>
<li>Full availability of any kind of dies.</li>
<li>IP 67 stainless steel controls.</li>
<li>Forced air-cooling system for heavy-duty use.</li>
</ul>

<p>Options:</p>
<ul>
<li>Variable-speed pasta cutter.</li>
<li>Uniforming filter.</li>
<li>Optional kit for ""penne"" die.</li>
<li>Frio 5: head cooling kit with pipes only for non-returnable water connection.</li>
<li>Ravioli maker and molds.</li>
<li>SRCS wifi control board.</li>
</ul>
"
SIR1-C-TRONIC-4-VT,"<ul><li>Features</li><li>Sturdy body in die-cast and extruded aluminium.</li><li>Motor and tank side-by-side, allowing the product to be isolated from the heat.</li><li>S/S bowl with handles and heavy bottomScraper spatula for cleaning the tank and lid during processing.</li><li>High efficiency ventilated motor for continuous operation.</li><li>Strong cutlery steel knives.</li><li>Safety micro-switch on lid.</li><li>Micro-switch on lever.</li><li>Lid in transparent Tritan allowing excellent visibility during processing.</li><li>Lid with opening to add ingredients during operation.</li><li>Standard speed control.</li><li>IP 67 stainless steel controls.</li><li>Scraper spatula for cleaning the tank and lid during processing.</li><li>Standard: spatula and sharpening stones.</li><li>Variotronic: stabilised speed variator.</li></ul>"
SIR1-C-TRONIC-6-VT,"<ul><li>Features</li><li>Sturdy body in die-cast and extruded aluminium.</li><li>Motor and tank side-by-side, allowing the product to be isolated from the heat.</li><li>S/S bowl with handles and heavy bottomScraper spatula for cleaning the tank and lid during processing.</li><li>High efficiency ventilated motor for continuous operation.</li><li>Strong cutlery steel knives.</li><li>Safety micro-switch on lid.</li><li>Micro-switch on lever.</li><li>Lid in transparent Tritan allowing excellent visibility during processing.</li><li>Lid with opening to add ingredients during operation.</li><li>Standard speed control.</li><li>IP 67 stainless steel controls.</li><li>Scraper spatula for cleaning the tank and lid during processing.</li><li>Standard: spatula and sharpening stones.</li><li>Variotronic: stabilised speed variator.</li><li>Options: Hub with toothed blades. Hub with holed blades. Hub for pesto. Hub for dough mixes.</li></ul>"
SIR1-C-TRONIC-9-VT-CE,"<ul><li>Features</li><li>Sturdy body in die-cast and extruded aluminium.</li><li>Motor and tank side-by-side, allowing the product to be isolated from the heat.</li><li>S/S bowl with handles and heavy bottomScraper spatula for cleaning the tank and lid during processing.</li><li>High efficiency ventilated motor for continuous operation.</li><li>Strong cutlery steel knives.</li><li>Safety micro-switch on lid.</li><li>Micro-switch on lever.</li><li>Lid in transparent Tritan allowing excellent visibility during processing.</li><li>Lid with opening to add ingredients during operation.</li><li>Standard speed control.</li><li>IP 67 stainless steel controls.</li><li>Scraper spatula for cleaning the tank and lid during processing.</li><li>Standard: spatula and sharpening stones.</li><li>Variotronic: stabilised speed variator.</li></ul>"
SIR1-EASYVAC-TOUCH-25-BX,"<ul><li>Compact and fast machine, dedicated to small portions.</li><li>Ideal combination with low temperature cooking tools like Softcooker.</li><li>Easy setting of vacuum time and welding.</li><li>Easily removable sealing bar.</li><li>Busch vacuum pump.</li><li>Display shows percentage vacuum and remaining time.</li><li>Stores last setting.</li><li>Total cycle counter.</li><li>Preheat cycle for pump and oil cleaning.</li><li>Oil change message notification.</li><li>External vacuum time.</li><li>Manual lid lifting.</li></ul>"
SIR1-EASYVAC-TOUCH-30-BX,"<ul><li>Compact and fast machine, dedicated to small portions.</li><li>Ideal combination with low temperature cooking tools like Softcooker.</li><li>Easy setting of vacuum time and welding.</li><li>Easily removable sealing bar.</li><li>Busch vacuum pump.</li><li>Display shows percentage vacuum and remaining time.</li><li>Stores last setting.</li><li>Total cycle counter.</li><li>Preheat cycle for pump and oil cleaning.</li><li>Oil change message notification.</li><li>External vacuum time.</li><li>Manual lid lifting.</li></ul>"
SIR1-EASYVAC-TOUCH-40-BX,"<ul><li>Compact and fast machine, dedicated to small portions.</li><li>Ideal combination with low temperature cooking tools like Softcooker.</li><li>Easy setting of vacuum time and welding.</li><li>Easily removable sealing bar.</li><li>Busch vacuum pump.</li><li>Display shows percentage vacuum and remaining time.</li><li>Stores last setting.</li><li>Total cycle counter.</li><li>Preheat cycle for pump and oil cleaning.</li><li>Oil change message notification.</li><li>External vacuum time.</li><li>Manual lid lifting.</li></ul>"
SIR1-EASYVAC25,"<ul><li>Features</li><li>A compact and fast machine for small sized products, ideal combined with low temperature cooking instruments like the Softcooker.</li><li>Easily settable vacuum and sealing time.</li><li>Easily removable sealing bar.</li><li>Busch suction pump.</li><li>Display of vacuum percentage and time to countdown.</li><li>Last setting can be saved in memory.</li><li>Rev counter and pump meter.</li><li>Pump preheating and oil cleaning cycle.</li><li>Change oil message.</li><li>Timed external vacuum.</li><li>Manual cover lift.</li></ul>"
SIR1-IP10M,"<ul><li>Features</li><li>Practical and compact, ideal for small mixing jobs in butcher shops and restaurants.</li><li>AISI 304 stainless steel body.</li><li>Oil bath gear reducers with hardened and ground helical gears.</li><li>Gear box with double sealing system.</li><li>IP x5 ventilated, asynchronous motors.</li><li>Safety microswitch on the cover.</li><li>Removable AISI 304 stainless steel mixing arm (no tools required).</li><li>IP54 controls with inversion.</li></ul>"
SIR1-IP20M,"<ul><li>Features</li><li>Practical and compact, ideal for small mixing jobs in butcher shops and restaurants.</li><li>AISI 304 stainless steel body.</li><li>Oil bath gear reducers with hardened and ground helical gears.</li><li>Gear box with double sealing system.</li><li>IP x5 ventilated, asynchronous motors.</li><li>Safety microswitch on the cover.</li><li>Removable AISI 304 stainless steel mixing arm (no tools required).</li><li>IP54 controls with inversion.</li></ul>"
SIR1-IP30M-Y14-3PH,"<ul><li>Features</li><li>AISI 304 stainless steel body.</li><li>Powerful.</li><li>Oil bath reducer with hardened and ground helical gears.</li><li>Gear box with double sealing system.</li><li>Safety microswitch on the cover.</li><li>Removable AISI 304 stainless steel mixing arm (no tools required).</li><li>Front outlet opening for shaft removal and product unload.</li><li>Stainless steel IP 67 protection rated controls with reverse.</li><li>Optionals: Short, medium, long legs with wheels. Feeding tray to add ingredients.</li></ul>"
SIR1-IS-V-15-IDRA-TF,"<ul><li>Features</li><li>Simple and functional, the hydraulic vertical sausage fillers feature a powerful hydraulic system that operates at a pressure of 120 bars.</li><li>Manufactured entirely from stainless steel, the machine can be completely disassembled for easy cleaning without requiring tools.</li><li>It features characteristics typical of higher category models:</li><li>Fully stainless steel cover and piston.</li><li>Silicone gaskets that act inside the cylinder for better seal and longer life of the gasket.</li><li>Hermetic protection of the hydraulic cylinder.</li><li>Stainless steel piston rod.</li><li>Polished and rounded stainless steel cylinder, without obligatory direction.</li><li>Powerful and silent ventilated motor operating at 2.800 rpm with immediate action.</li><li>Automatic piston return when motor stops.</li><li>S/steel IP 67 protected controls.</li><li>High-precision oil flow controller.</li><li>Standard rubber wheels.</li><li>Oil tank with level gauge.</li></ul>"
SIR1-IS-V-25-IDRA-TF,"<ul><li>Features</li><li>Simple and functional, the hydraulic vertical sausage fillers feature a powerful hydraulic system that operates at a pressure of 120 bars.</li><li>Manufactured entirely from stainless steel, the machine can be completely disassembled for easy cleaning without requiring tools. It features.</li><li>It features characteristics typical of higher category models:</li><li>Fully stainless steel cover and piston.</li><li>Silicone gaskets that act inside the cylinder for better seal and longer life of the gasket.</li><li>Hermetic protection of the hydraulic cylinder.</li><li>Stainless steel piston rod.</li><li>Polished and rounded stainless steel cylinder, without obligatory direction.</li><li>Powerful and silent ventilated motor operating at 2.800 rpm with immediate action.</li><li>Automatic piston return when motor stops.</li><li>S/steel IP 67 protected controls.</li><li>High-precision oil flow controller.</li><li>Standard rubber wheels.</li><li>Oil tank with level gauge.</li></ul>"
SIR1-MIRRA250C,"<ul><li>Anodized cast aluminium alloy.</li><li>Great distance between blade and motor for easy cleaning.</li><li>Ventilated motor.</li><li>Forged, hardened large thickness blades.</li><li>Carriage running on self-lubricating bushes and lapped pins.</li><li>Stainless steel screws and slice deflector.</li><li>Strong thickness gauge support.</li><li>Cast-in sharpener assembly.</li><li>Compact dimensions and great cutting capacity.</li><li>25˚ blade inclination.</li></ul>"
SIR1-PALLADIO300,"<ul>
<li>Rounded design, no sharp edges and visible screws.</li>
<li>Chrome plated and ground slide rod.</li>
<li>Lapped cast iron slide rod bushing.</li>
<li>Vulcanized rubber stops on carriage.</li>
<li>Removable support cover for thickness gauge plate.</li>
<li>Stainless steel slice deflector with bayonet fitting.</li>
<li>Stainless steel screws and fittings.</li>
<li>Enclosed and sealed belt pulley.</li>
<li>49.5 mm distance between blade and motor.</li>
<li>Bottom cover.</li>
<li>Changeover electronic circuit 110-220-380 V single and three phase.</li>
<li>Built-in sharpening tool with bottom protection.</li>
<li>Standard blade removal tool.</li>
<li>35° blade inclination.</li>
<li>Plastic knob.</li>
<li>Buttons in insulated stainless steel (IP 67) in housing.</li>
</ul>
"
SIR1-TC12-DAKOTA,"<ul>
<li>Supporting structure made of robust anodized aluminum profile and stainless steel sides.</li>
<li>Commercial IP 55 motor and worm gear reducer directly connected to the meat grinder mouth.</li>
<li>Compact motor, equipped with excellent ventilation for continuous operation, preventing overheating.</li>
<li>Stable fastening on special dovetails inside the profile.</li>
<li>Completely hermetic reducer, with double sealing ring (oil seal): one internal on the reducer itself and one external at the outlet on the meat grinder mouth.</li>
</ul>
"
SIR1-TC12-DENVER,"<ul>
<li>Anodized aluminum body with ABS shockproof sides</li>
<li>Ventilated motor</li>
<li>Oil-bath gear box</li>
<li>Ground tempered helical gears</li>
<li>Bright finished mouth and feeding worm</li>
<li>Stainless steel plates and knives</li>
<li>Compartment for storing knives and plates</li>
<li>Reverse function included as standard</li>
</ul>
"
SIR1-TC12E,<ul><li>Sirman TC12E CE electric meat grinder</li><li>Die-cast polished aluminum construction for durability</li><li>Ventilated motor for continuous operation</li><li>Oil-bath gear box for long service life</li><li>Cast iron head and feeding worm (AISI 304 stainless steel version available on request)</li><li>Stainless steel plates and knives</li><li>CE version with 24V controls and NVR safety device</li><li>Optional reverse function available</li></ul>
SIR1-TC22-DAKOTA,"<ul>
<li>Supporting structure made of robust anodized aluminum profile and stainless steel sides.</li>
<li>Commercial IP 55 motor and worm gear reducer directly connected to the meat grinder mouth.</li>
<li>Compact motor, equipped with excellent ventilation for continuous operation, preventing overheating.</li>
<li>Stable fastening on special dovetails inside the profile.</li>
<li>Completely hermetic reducer, with double sealing ring (oil seal): one internal on the reducer itself and one external at the outlet on the meat grinder mouth.</li>
</ul>
"
SIR1-TC22E,"<ul>
<li>TC 22 E</li>
<li>Made from diecasted polished aluminium.</li>
<li>Ventilated motor.</li>
<li>Oil-bath gear box.</li>
<li>Cast iron head and feeding worm (Aisi 304 stainless steel on demand).</li>
<li>S/S plates and knives.</li>
</ul>
"
SIR1-TC8-VEGAS,<ul><li>TC 8 VEGAS</li><li>Anodized aluminum body and ABS shockproof sides</li><li>Ventilated motor</li><li>Oil-bath gear box</li><li>Ground tempered helical gears</li><li>Bright finished mouth and feeding worm</li><li>Stainless steel plates and knives</li><li>Compartment for knives and plates</li></ul>
